,testcase_0,testcase_1,testcase_2,testcase_3,testcase_4,testcase_5,testcase_6,testcase_7,testcase_8
,0.564001,0.4269,0.6005,0.4271,0.3835,0.4915,1.3217,1.3948,9.3536
