,testcase_0,testcase_1,testcase_2,testcase_3,testcase_4,testcase_5,testcase_6,testcase_7,testcase_8,testcase_9
512,0.0408,0.035809,0.033809,0.022315,0.022525,1.74027,0.040179,0.036348,0.03812,0.035932
1024,0.028089,0.035725,0.036184,0.021868,0.046429,0.058279,0.038765,0.03972,0.04212,0.046183
