,testcase_0,testcase_1,testcase_2,testcase_3,testcase_4,testcase_5,testcase_6,testcase_7,testcase_8,testcase_9
512,0.1293,0.158528,0.152645,0.10193,0.103022,0.249847,0.100306,0.096524,0.095945,0.169321
1024,0.127458,0.158796,0.155047,0.106879,0.195584,0.135108,0.103473,0.111634,0.105905,0.171005
