,testcase_0,testcase_1,testcase_2,testcase_3,testcase_4,testcase_5,testcase_6,testcase_7,testcase_8,testcase_9
512,1.07818,1.69885,10.0834,54.438,22.6888,81.1099,168.278,410.867,520.782,1045.42
1024,1.048,1.77805,10.5393,59.6358,50.104,140.55,174.371,449.914,537.913,1125.29
