,testcase_0,testcase_1,testcase_2,testcase_3,testcase_4,testcase_5,testcase_6,testcase_7,testcase_8,testcase_9
512,0.023702,0.031721,0.031263,0.030531,0.024294,0.056429,0.046303,0.092996,0.108644,0.229908
1024,0.023228,0.030641,0.031173,0.041045,0.044311,0.044435,0.045696,0.100118,0.128312,0.216865
