,testcase_0,testcase_1,testcase_2,testcase_3,testcase_4,testcase_5,testcase_6,testcase_7,testcase_8,testcase_9
512,0.606441,0.04196,0.037215,0.039353,0.02912,0.099491,0.048744,0.112839,0.121293,0.272813
1024,0.033644,0.035914,0.040287,0.037493,0.05258,0.055095,0.049664,0.107587,0.128493,0.262387
